material,true_defect,image_path,status,predicted,top1_correct,correct_score,correct_fired,correct_rank,winner_score,margin,score_damaged_by_fold,score_dirty,score_discoloration,score_finger_not_enough,score_incomplete_beading,score_oversize,score_plastic_contamination,score_spotting,score_stain,score_tearing,score_tearing_fingertip,score_touching
cotton,plastic_contamination,datasets\cotton\plastic_contamination\cotton_plastic_1.jpeg,success,tearing,False,0.9178291589690365,True,3,1.0,0.056,0.7501755369127124,0.6078,0.8381642815063705,0.0,0.0,0.39294361881689216,0.9178291589690365,0.2275,0.9444,1.0,0.0,0.24939999999999998
cotton,plastic_contamination,datasets\cotton\plastic_contamination\cotton_plastic_2.jpeg,success,stain,False,0.9842732163112642,True,3,1.0,0.0,0.7487158048313336,0.5648,0.0,0.0,0.0,0.4359212024400181,0.9842732163112642,0.1806,1.0,0.0,1.0,0.24939999999999998
cotton,plastic_contamination,datasets\cotton\plastic_contamination\cotton_plastic_3.jpeg,success,stain,False,0.9167654438100814,True,3,1.0,0.0,0.8466799369966418,0.5456,0.6688338015452772,0.0,0.68,0.2488592322259751,0.9167654438100814,0.1061,1.0,1.0,0.7019675925925926,0.0
cotton,tearing,datasets\cotton\tearing\cotton_tearing_1.jpg,success,tearing,True,1.0,True,1,1.0,0.0,0.8297797590511986,0.6654,0.7399795340158724,0.0,0.7461815754339118,0.29241626502371987,0.9505389724961081,0.2275,0.4323,1.0,1.0,0.5096977707989045
cotton,tearing_fingertip,datasets\cotton\tearing_fingertip\cotton_tearing_fingertip_1.jpg,success,tearing_fingertip,True,1.0,True,1,1.0,0.074,0.7263112384204531,0.4533,0.9084893617021277,0.0,0.68,0.20369364224400643,0.0,0.35,0.9258,0.4721154432851303,1.0,0.7758342502421743
cotton,tearing_fingertip,datasets\cotton\tearing_fingertip\cotton_tearing_fingertip_2.jpg,success,tearing_fingertip,True,1.0,True,1,1.0,0.035,0.9055896825396825,0.6248,0.0,0.0,0.7392949907235622,0.3614671718088005,0.9651152504483732,0.2269,0.2888,0.8855401259355525,1.0,0.4806189515175057
cotton,touching,datasets\cotton\touching\cotton_touching_1.png,success,plastic_contamination,False,0.8956038595428101,True,2,0.9313316741729252,0.036,0.839502278437148,0.6441,0.0,0.0,0.7662360992301112,0.24668227547165766,0.9313316741729252,0.2275,0.3552,0.6308231129683238,0.6195864221615295,0.8956038595428101
cotton,touching,datasets\cotton\touching\cotton_touching_2.png,success,plastic_contamination,False,0.9327709185623487,True,2,0.9579176644040825,0.025,0.7487397770204481,0.5035,0.0,0.75,0.8500000000000001,0.3241784989710386,0.9579176644040825,0.2275,0.2832,0.0,0.04459782320148659,0.9327709185623487
latex,damaged_by_fold,datasets\latex\damaged_by_fold\latex_damaged_by_fold_1.png,success,discoloration,False,0.775185372753877,True,3,0.831954722542549,0.035,0.775185372753877,0.4964,0.831954722542549,0.0,0.68,0.48453793847289184,0.7974149815812588,0.1995,0.4165,0.0,0.05230270770654941,0.527
latex,damaged_by_fold,datasets\latex\damaged_by_fold\latex_damaged_by_fold_2.png,success,finger_not_enough,False,0.7867551492151112,True,4,1.0,0.17,0.7867551492151112,0.5278,0.8301916811280833,1.0,0.68,0.5850885707352584,0.6212523517047817,0.1996,0.3829,0.0,0.01284796573875803,0.803275
latex,dirty,datasets\latex\dirty\latex_dirty_1.jpeg,success,discoloration,False,0.5888,True,7,1.0,0.0,0.8844057483165744,0.5888,1.0,0.0,0.0,0.8923694910807974,0.86367813146455,0.2992,0.8489,0.0,1.0,0.54
latex,dirty,datasets\latex\dirty\latex_dirty_2.jpeg,success,tearing_fingertip,False,0.6019,True,7,1.0,0.031,0.8440055502632966,0.6019,0.9689920424403183,0.0,0.0,0.7867222981691878,0.817259551943771,0.3165,0.7026,0.0,1.0,0.527
latex,dirty,datasets\latex\dirty\latex_dirty_3.jpeg,success,tearing_fingertip,False,0.68,True,5,1.0,0.056,0.8334543425721606,0.68,0.0,0.0,0.0,0.9441990302312874,0.8627784130334927,0.2159,0.5363,0.0,1.0,0.527
latex,discoloration,datasets\latex\discoloration\latex_discoloration_1.jpeg,success,touching,False,0.9593944361056508,True,2,0.9674343486164723,0.008,0.7888440643653919,0.0494,0.9593944361056508,0.0,0.68,0.45,0.7998358495863842,0.1922,0.7287,0.32613754752937946,0.2407346671039685,0.9674343486164723
latex,discoloration,datasets\latex\discoloration\latex_discoloration_2.jpeg,success,discoloration,True,0.8647305009152371,True,1,0.8647305009152371,0.03,0.8343181921757536,0.1567,0.8647305009152371,0.75,0.7243624161073825,0.45,0.7594623378948171,0.1949,0.7862,0.29752290926401337,0.4539444689290436,0.7764
latex,finger_not_enough,datasets\latex\finger_not_enough\latex_finger_not_enough_1.jpg,success,touching,False,0.75,True,3,0.9405310379660504,0.136,0.6815044960504972,0.437,0.5896999865507802,0.75,0.68,0.531206680783728,0.8040435954476849,0.35,0.3015,0.5183309526901269,0.5182795698924731,0.9405310379660504
latex,incomplete_beading,datasets\latex\incomplete_beading\latex_incomplete_beading_1.png,success,discoloration,False,0.7,True,4,0.7851804241889528,0.009,0.6749128607114634,0.3754,0.7851804241889528,0.0,0.7,0.6410498959931885,0.722752247657431,0.1644,0.2047,0.0,0.3768902675455603,0.7762589298320183
latex,incomplete_beading,datasets\latex\incomplete_beading\latex_incomplete_beading_2.png,success,discoloration,False,0.46120232495513525,False,8,1.0,0.0,0.706280490307729,0.7464,1.0,0.0,0.46120232495513525,0.5264650275183862,0.8392965456533813,0.35,0.4227,0.3660332608489636,1.0,0.5444232070714263
latex,oversize,datasets\latex\oversize\latex_oversize_1.jpeg,success,tearing,False,0.512087871010524,True,6,1.0,0.064,0.8454550762670165,0.3733,0.9358528561062283,0.0,0.0,0.512087871010524,0.7360050398634455,0.2274,0.446,1.0,0.3178893178893179,0.5283456639101618
latex,oversize,datasets\latex\oversize\latex_oversize_2.jpeg,success,stain,False,0.6884316694309187,True,5,1.0,0.0,0.7618565702013085,0.681,0.0,0.0,0.0,0.6884316694309187,0.6109369994090802,0.0714,1.0,1.0,1.0,0.5376219853686162
latex,plastic_contamination,datasets\latex\plastic_contamination\latex_plastic_1.jpeg,success,discoloration,False,0.7184118641053183,True,6,0.8388189203950103,0.039,0.7453660231664261,0.3086,0.8388189203950103,0.75,0.6977093596059114,0.45,0.7184118641053183,0.35,0.7239,0.28331021462939776,0.31855694411695357,0.7994983590985617
latex,plastic_contamination,datasets\latex\plastic_contamination\latex_plastic_2.jpeg,success,discoloration,False,0.7841821412126065,True,4,0.8185863351202995,0.012,0.7187762325421435,0.2144,0.8185863351202995,0.75,0.68,0.47283341965727166,0.7841821412126065,0.35,0.8064,0.35547544627984035,0.5156804733727811,0.8032934365531172
latex,spotting,datasets\latex\spotting\latex_spotting_1.jpeg,success,discoloration,False,0.9284,True,3,0.9605101718879632,0.025,0.7345423074086517,0.1873,0.9605101718879632,0.0,0.8485020804438279,0.3236788656351852,0.9352707210164583,0.9284,0.5638,0.0,0.047391553602140264,0.527
latex,spotting,datasets\latex\spotting\latex_spotting_2.jpeg,success,plastic_contamination,False,0.7256,True,4,0.8554679934454261,0.05,0.8053888778589409,0.2759,0.7452394204973807,0.0,0.68,0.4103565693205169,0.8554679934454261,0.7256,0.6837,0.7174864483366326,0.4503105590062112,0.5154092633859952
latex,spotting,datasets\latex\spotting\latex_spotting_3.jpeg,success,plastic_contamination,False,0.6889,True,4,0.9356468536792943,0.149,0.7018014502429408,0.1022,0.7869248304193979,0.0,0.0,0.3500303738393094,0.9356468536792943,0.6889,0.4803,0.2789603004249117,0.3382229673093043,0.5019091419380086
latex,stain,datasets\latex\stain\latex_stain_1.jpeg,success,tearing,False,0.5437,True,7,1.0,0.0,0.7468754453655442,0.4944,0.8408245875052427,0.0,0.0,0.7311670886118533,0.9031402375549079,0.35,0.5437,1.0,1.0,0.5217006345946542
latex,stain,datasets\latex\stain\latex_stain_2.jpeg,success,tearing_fingertip,False,0.8925,True,4,1.0,0.021,0.8185065819485173,0.5561,0.9794943396226415,0.0,0.0,0.48089073068309174,0.9602568479640201,0.35,0.8925,0.0,1.0,0.5498600251736647
latex,tearing,datasets\latex\tearing\latex_tearing_1.jpg,success,tearing_fingertip,False,0.7062845007129349,True,7,1.0,0.169,0.8023096842707458,0.5813,0.615912446168298,0.75,0.8313390928725701,0.6055984991632722,0.7911948889847898,0.1858,0.7286,0.7062845007129349,1.0,0.54
latex,tearing,datasets\latex\tearing\latex_tearing_2.jpg,success,tearing_fingertip,False,0.8017084603958334,True,3,1.0,0.109,0.7001093479848011,0.6436,0.7596388083457448,0.0,0.7089786683904331,0.4225595560697768,0.8905457849763235,0.2251,0.3289,0.8017084603958334,1.0,0.5201471136989845
latex,tearing_fingertip,datasets\latex\tearing_fingertip\latex_tearing_fingertip_1.jpg,success,plastic_contamination,False,0.040310077519379844,False,11,0.8746499788173295,0.032,0.6623001601211588,0.8247,0.7963270392996887,0.0,0.8428239202657808,0.5107322938108396,0.8746499788173295,0.2258,0.754,0.5685865038248332,0.040310077519379844,0.524589885184396
latex,touching,datasets\latex\touching\latex_touching_1.png,success,plastic_contamination,False,0.9359647233042473,True,2,0.9449466984272002,0.009,0.7464848162992974,0.4714,0.8511579721931761,0.75,0.743469387755102,0.45,0.9449466984272002,0.2441,0.2894,0.25385022526883805,0.27064447008406134,0.9359647233042473
latex,touching,datasets\latex\touching\latex_touching_2.png,success,touching,True,0.957,True,1,0.957,0.141,0.6564197565318903,0.4293,0.8164032511726266,0.75,0.7,0.45,0.7315330378658285,0.1848,0.2352,0.0,0.19136408243375858,0.957
nitrile,damaged_by_fold,datasets\nitrile\damaged_by_fold\nitrile_damaged_by_fold_1.png,success,stain,False,0.7548553260260377,True,4,0.9751,0.069,0.7548553260260377,0.6984,0.0,0.0,0.8500000000000001,0.6327453764928215,0.9060354606057297,0.1658,0.9751,0.3026828987195119,0.14054533362890712,0.43862939810242474
nitrile,damaged_by_fold,datasets\nitrile\damaged_by_fold\nitrile_damaged_by_fold_2.png,success,tearing_fingertip,False,0.695168356954249,True,3,1.0,0.181,0.695168356954249,0.3382,0.0,0.0,0.8189208633093525,0.25312745310101936,0.6939106152586071,0.123,0.0137,0.0,1.0,0.41723736018259333
nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_1.jpeg,success,discoloration,True,0.926850097801212,True,1,0.926850097801212,0.099,0.6834185859292317,0.1449,0.926850097801212,0.75,0.68,0.5797481651484642,0.638345842146017,0.1564,0.8283,0.6055491493322854,0.7142306209024296,0.43
nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_2.jpeg,success,stain,False,0.744698557960508,True,6,0.9696,0.066,0.7232918768122913,0.3166,0.744698557960508,0.75,0.7367688534641323,0.5430639163221457,0.9038762261988651,0.35,0.9696,0.0,0.8983021179765447,0.767115109207918
nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_3.jpeg,success,stain,False,0.8849040408545115,True,2,0.9619,0.077,0.6791842948412852,0.5107,0.8849040408545115,0.0,0.6906349206349207,0.6536468549956366,0.0,0.35,0.9619,0.24411696356610138,0.4429569266589057,0.8194
nitrile,finger_not_enough,datasets\nitrile\finger_not_enough\nitrile_finger_not_enough_1.jpg,success,tearing,False,0.75,True,5,1.0,0.0,0.7003408046811914,0.3101,0.7654328603100717,0.75,0.68,0.541229295342781,0.6676796168045845,0.35,0.7992,1.0,1.0,0.7221860651581812
nitrile,finger_not_enough,datasets\nitrile\finger_not_enough\nitrile_finger_not_enough_2.jpg,success,stain,False,0.75,True,4,0.9166,0.092,0.7442851977491234,0.6962,0.7798126199687898,0.75,0.68,0.5055054938144052,0.8249817978631538,0.0925,0.9166,0.0,0.0,0.527
nitrile,incomplete_beading,datasets\nitrile\incomplete_beading\nitrile_incomplete_beading_1.png,success,tearing_fingertip,False,0.7,True,4,1.0,0.181,0.6198836025637788,0.5589,0.0,0.0,0.7,0.8187509628708375,0.8176201171302464,0.2472,0.3938,0.0,1.0,0.5346014236495052
nitrile,incomplete_beading,datasets\nitrile\incomplete_beading\nitrile_incomplete_beading_2.png,success,tearing_fingertip,False,0.68,True,9,1.0,0.156,0.83030523140375,0.7592,0.8206622684634381,0.75,0.68,0.8390042529144757,0.8436026952548801,0.1726,0.7272,0.5630007911520566,1.0,0.24939999999999998
nitrile,oversize,datasets\nitrile\oversize\nitrile_oversize_1.jpeg,success,touching,False,0.786224632101861,True,3,0.9169822887843916,0.121,0.6882087553662786,0.5863,0.7231455173528087,0.0,0.795920471281296,0.786224632101861,0.6630686731219878,0.3342,0.4019,0.0,0.06514657980456026,0.9169822887843916
nitrile,oversize,datasets\nitrile\oversize\nitrile_oversize_2.jpeg,success,stain,False,0.8024298453569131,True,7,1.0,0.0,0.7315993736508657,0.5289,0.9161232530929364,0.0,0.68,0.8024298453569131,0.8527575314810987,0.35,1.0,1.0,1.0,0.9952765313063204
nitrile,plastic_contamination,datasets\nitrile\plastic_contamination\nitrile_plastic_1.jpeg,success,touching,False,0.9277475181386553,True,3,0.962375,0.022,0.7544599209767149,0.3174,0.0,0.0,0.68,0.6522409784082235,0.9277475181386553,0.35,0.9406,0.2312102866025543,0.32785786121354343,0.962375
nitrile,plastic_contamination,datasets\nitrile\plastic_contamination\nitrile_plastic_2.jpeg,success,plastic_contamination,True,0.9261810974854452,True,1,0.9261810974854452,0.045,0.7963815283955338,0.353,0.7285039064252521,0.0,0.47626661521310354,0.5646456463055836,0.9261810974854452,0.0,0.8816,0.7727651843593873,0.6371391076115486,0.24939999999999998
nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_1.jpeg,success,tearing_fingertip,False,0.9605,True,2,1.0,0.039,0.5976206622125767,0.5515,0.9024580396428212,0.0,0.7602927195396547,0.22363110121193536,0.0,0.9605,0.7647,0.30728011264067423,1.0,0.5266168081227109
nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_2.jpeg,success,spotting,True,0.9511,True,1,0.9511,0.024,0.7429201994177572,0.5177,0.927298195017652,0.0,0.8342149929278642,0.25884011163435905,0.0,0.9511,0.7879,0.30898682357040097,0.7904079725942074,0.5118629753012938
nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_3.jpeg,success,discoloration,False,0.9536,True,2,0.9681773640372366,0.015,0.7370914552847618,0.5087,0.9681773640372366,0.0,0.774219215776198,0.2471136957740459,0.0,0.9536,0.8599,0.27601157067014614,0.48140789100198694,0.559724904925174
nitrile,stain,datasets\nitrile\stain\nitrile_stain_1.jpeg,success,discoloration,False,1.0,True,2,1.0,0.0,0.7811898736315275,0.4814,1.0,0.0,0.0,0.7595693280810981,0.9125763599153602,0.3639,1.0,0.9707779661659912,1.0,0.527
nitrile,stain,datasets\nitrile\stain\nitrile_stain_2.jpeg,success,tearing_fingertip,False,0.8285,True,3,1.0,0.127,0.8138498818418508,0.3334,0.872517058175853,0.0,0.7315778916870961,0.8270801730906397,0.0,0.6858,0.8285,0.45754669941793025,1.0,0.4880357368143141
nitrile,stain,datasets\nitrile\stain\nitrile_stain_3.jpeg,success,tearing,False,0.8486,True,5,1.0,0.0,0.7348743741645121,0.6435,0.8845450775558991,0.0,0.68,0.6011893081597455,0.9060983604557914,0.3452,0.8486,1.0,1.0,0.527
nitrile,tearing,datasets\nitrile\tearing\nitrile_tearing_1.jpg,success,tearing,True,1.0,True,1,1.0,0.0,0.7169440156825759,0.6772,0.8960459429685732,0.0,0.68,0.40419906094879154,0.0,0.2012,0.7304,1.0,1.0,0.3159569460258971
nitrile,tearing,datasets\nitrile\tearing\nitrile_tearing_2.jpg,success,tearing_fingertip,False,0.8058344587321159,True,3,1.0,0.151,0.6638018051888084,0.4677,0.8487675311801663,0.0,0.7625233644859812,0.37862073588913164,0.0,0.3177,0.5574,0.8058344587321159,1.0,0.527
nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_1.jpg,success,tearing_fingertip,True,1.0,True,1,1.0,0.184,0.8155964985314892,0.5539,0.7366985166023408,0.0,0.7261368209255532,0.7709256632003584,0.0,0.2342,0.4786,0.40367922227048,1.0,0.515339988434655
nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_2.jpg,success,tearing,False,1.0,True,2,1.0,0.0,0.0,0.5939,0.8183750415197281,0.75,0.7074025974025975,0.7559700383192389,0.0,0.1639,0.893,1.0,1.0,0.24939999999999998
nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_3.jpg,success,tearing_fingertip,True,1.0,True,1,1.0,0.3,0.6556903631720097,0.5639,0.6838839365126974,0.0,0.7,0.43245604394293324,0.0,0.1596,0.4936,0.35233523861214294,1.0,0.5251882424798974
nitrile,touching,datasets\nitrile\touching\nitrile_touching_1.png,success,touching,True,0.9220327314687726,True,1,0.9220327314687726,0.08,0.6135006817158284,0.5474,0.0,0.75,0.8418796992481203,0.5641994310153702,0.7757813870558488,0.35,0.4121,0.24718520869532473,0.011781434084907576,0.9220327314687726
nitrile,touching,datasets\nitrile\touching\nitrile_touching_2.png,success,incomplete_beading,False,0.7805014053993187,True,3,0.8483184118333982,0.033,0.6585202843191869,0.488,0.0,0.75,0.8483184118333982,0.6109801890698284,0.8155521613221139,0.3408,0.7056,0.0,0.6509803921568628,0.7805014053993187
