material,defect_name,image_path,status,detected,detection_score,algorithm,bounding_box,glove_area,defect_area_pct,processing_time_ms,error
latex,oversize,datasets\latex\oversize\latex_oversize_1.jpeg,success,True,0.512087871010524,Explainable global fit geometry + loose-fold evidence,"(208, 249, 398, 751)",248483,7.2,87.87727355957031,
latex,oversize,datasets\latex\oversize\latex_oversize_2.jpeg,success,True,0.6884316694309187,Explainable global fit geometry + loose-fold evidence,"(108, 117, 497, 883)",306370,13.37,100.56853294372559,
latex,plastic_contamination,datasets\latex\plastic_contamination\latex_plastic_1.jpeg,success,True,0.7184118641053183,Material-adaptive texture/reflection evidence + local object completion,"(219, 666, 68, 51)",301103,0.49,186.7375373840332,
latex,plastic_contamination,datasets\latex\plastic_contamination\latex_plastic_2.jpeg,success,True,0.7841821412126065,Material-adaptive texture/reflection evidence + local object completion,"(543, 657, 56, 69)",293488,0.78,193.12477111816406,
latex,spotting,datasets\latex\spotting\latex_spotting_1.jpeg,success,True,0.9284,Illumination-normalised LAB anomaly + connected-component shape filtering (circularity/size) + speck isolation ratio,"(70, 271, 481, 630)",257663,2.422,175.2636432647705,
latex,spotting,datasets\latex\spotting\latex_spotting_2.jpeg,success,True,0.7256,Illumination-normalised LAB anomaly + connected-component shape filtering (circularity/size) + speck isolation ratio,"(182, 295, 340, 659)",266060,0.998,154.87122535705566,
latex,spotting,datasets\latex\spotting\latex_spotting_3.jpeg,success,True,0.6889,Illumination-normalised LAB anomaly + connected-component shape filtering (circularity/size) + speck isolation ratio,"(277, 188, 324, 736)",251111,1.72,171.48780822753906,
latex,stain,datasets\latex\stain\latex_stain_1.jpeg,success,True,0.5437,Illumination-normalised LAB anomaly + connected-component geometry (area/elongation/circularity) + edge-sharpness test,"(110, 175, 474, 825)",341122,10.707,160.05301475524902,
latex,stain,datasets\latex\stain\latex_stain_2.jpeg,success,True,0.8925,Illumination-normalised LAB anomaly + connected-component geometry (area/elongation/circularity) + edge-sharpness test,"(0, 176, 568, 824)",442464,18.262,149.86467361450195,
latex,tearing,datasets\latex\tearing\latex_tearing_1.jpg,success,True,0.7062845007129349,"Largest connected LAB material-colour-deviation blob inside the eroded glove interior, cross-checked against Canny edges from gray_enhanced","(206, 793, 272, 207)",202995,6.596,82.68022537231445,
latex,tearing,datasets\latex\tearing\latex_tearing_2.jpg,success,True,0.8017084603958334,"Largest connected LAB material-colour-deviation blob inside the eroded glove interior, cross-checked against Canny edges from gray_enhanced","(44, 642, 389, 197)",216101,7.559,72.35074043273926,
latex,tearing_fingertip,datasets\latex\tearing_fingertip\latex_tearing_fingertip_1.jpg,success,False,0.040310077519379844,"Fingertip localisation via contour distance-from-centroid peaks (convex protrusion + finger-length analysis); the torn finger itself is picked by ranking each finger's largest LAB material-colour-deviation blob (within its own tight ROI) by area ratio, unless every candidate's blob is still small relative to its ROI (a translucent material can show similar weak deviation on every fingertip), in which case ranking switches to a composite of boundary deviation strength, Canny edge density, and local gradient sharpness instead - a real tear has a sharp torn edge, translucency fades in gradually. For the winning finger only, the box/mask is then rebuilt from the full connected anomaly within a moderately dilated version of its ROI (closed to bridge small gaps), so it covers the tear's own full extent rather than a ROI-clipped fragment, then clipped to the glove silhouette and padded to a minimum size relative to the finger's own width","(210, 448, 17, 17)",178933,0.022,251.05810165405273,
latex,touching,datasets\latex\touching\latex_touching_1.png,success,True,0.9359647233042473,Hybrid masked-glove geometry: missing interdigital valley plus an adaptive-edge internal seam with two-sided material and merged-finger width,"(148, 472, 78, 91)",215175,1.419,130.25760650634766,
latex,touching,datasets\latex\touching\latex_touching_2.png,success,True,0.957,Hybrid masked-glove geometry: missing interdigital valley plus an adaptive-edge internal seam with two-sided material and merged-finger width,"(102, 443, 39, 212)",229776,2.93,172.28317260742188,
nitrile,damaged_by_fold,datasets\nitrile\damaged_by_fold\nitrile_damaged_by_fold_1.png,success,True,0.7548553260260377,"Adaptive masked-palm edge analysis for a long fold ridge, confirmed by line continuity, parallel fold-band support, local contrast and geometry","(307, 589, 67, 189)",219812,3.381,158.36238861083984,
nitrile,damaged_by_fold,datasets\nitrile\damaged_by_fold\nitrile_damaged_by_fold_2.png,success,True,0.695168356954249,"Adaptive masked-palm edge analysis for a long fold ridge, confirmed by line continuity, parallel fold-band support, local contrast and geometry","(364, 681, 48, 112)",192800,1.779,92.92912483215332,
nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_1.jpeg,success,True,0.926850097801212,Material-adaptive chromatic deviation + connected-component scoring,"(439, 801, 145, 199)",310462,4.4,120.98932266235352,
nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_2.jpeg,success,True,0.744698557960508,Material-adaptive chromatic deviation + connected-component scoring,"(281, 598, 110, 82)",316459,1.69,115.39912223815918,
nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_3.jpeg,success,True,0.8849040408545115,Material-adaptive chromatic deviation + connected-component scoring,"(180, 250, 89, 133)",353337,2.02,108.59203338623047,
nitrile,finger_not_enough,datasets\nitrile\finger_not_enough\nitrile_finger_not_enough_1.jpg,success,True,0.75,"Fingertip localisation via contour distance-from-centroid peaks against a hard prior of 4 main fingers + 1 thumb; the thumb is identified separately (by length ratio, or a column-top-height bulge search) so it never masks a genuinely missing main finger; when fewer than 4 main fingers are found, the missing one is localised to an abnormally wide interior gap when one clearly stands out, else to whichever edge is both wide enough and free of real material (no bulge) - catching an edge-missing finger that widens no interior gap at all; when all 4 main fingers are found, falls back to convexity-defect valley/slot analysis to catch a finger that's present but short of its neighbours' length","(381, 260, 157, 277)",275647,,75.16074180603027,
nitrile,finger_not_enough,datasets\nitrile\finger_not_enough\nitrile_finger_not_enough_2.jpg,success,True,0.75,"Fingertip localisation via contour distance-from-centroid peaks against a hard prior of 4 main fingers + 1 thumb; the thumb is identified separately (by length ratio, or a column-top-height bulge search) so it never masks a genuinely missing main finger; when fewer than 4 main fingers are found, the missing one is localised to an abnormally wide interior gap when one clearly stands out, else to whichever edge is both wide enough and free of real material (no bulge) - catching an edge-missing finger that widens no interior gap at all; when all 4 main fingers are found, falls back to convexity-defect valley/slot analysis to catch a finger that's present but short of its neighbours' length","(526, 255, 64, 270)",252343,,63.00044059753418,
nitrile,incomplete_beading,datasets\nitrile\incomplete_beading\nitrile_incomplete_beading_1.png,success,True,0.7,Robust lower glove-mask cuff profile: detect deep/wide missing bead notches and abnormal edge roughness relative to a fitted cuff baseline,"(134, 782, 269, 208)",207602,2.354,100.4641056060791,
nitrile,incomplete_beading,datasets\nitrile\incomplete_beading\nitrile_incomplete_beading_2.png,success,True,0.68,Robust lower glove-mask cuff profile: detect deep/wide missing bead notches and abnormal edge roughness relative to a fitted cuff baseline,"(134, 848, 297, 152)",253779,0.861,64.03779983520508,
nitrile,oversize,datasets\nitrile\oversize\nitrile_oversize_1.jpeg,success,True,0.786224632101861,Explainable global fit geometry + loose-fold evidence,"(79, 151, 554, 474)",156416,12.55,102.52618789672852,
nitrile,oversize,datasets\nitrile\oversize\nitrile_oversize_2.jpeg,success,True,0.8024298453569131,Explainable global fit geometry + loose-fold evidence,"(110, 133, 508, 867)",312077,14.83,99.74145889282227,
nitrile,plastic_contamination,datasets\nitrile\plastic_contamination\nitrile_plastic_1.jpeg,success,True,0.9277475181386553,Material-adaptive texture/reflection evidence + local object completion,"(239, 584, 127, 99)",291918,2.66,185.66107749938965,
nitrile,plastic_contamination,datasets\nitrile\plastic_contamination\nitrile_plastic_2.jpeg,success,True,0.9261810974854452,Material-adaptive texture/reflection evidence + local object completion,"(283, 713, 93, 107)",336375,1.09,213.88506889343262,
nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_1.jpeg,success,True,0.9605,Illumination-normalised LAB anomaly + connected-component shape filtering (circularity/size) + speck isolation ratio,"(145, 213, 397, 572)",219380,4.024,198.55213165283203,
nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_2.jpeg,success,True,0.9511,Illumination-normalised LAB anomaly + connected-component shape filtering (circularity/size) + speck isolation ratio,"(146, 199, 450, 590)",221962,3.554,194.1699981689453,
nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_3.jpeg,success,True,0.9536,Illumination-normalised LAB anomaly + connected-component shape filtering (circularity/size) + speck isolation ratio,"(98, 254, 441, 546)",241415,3.68,199.49936866760254,
nitrile,stain,datasets\nitrile\stain\nitrile_stain_1.jpeg,success,True,1.0,Illumination-normalised LAB anomaly + connected-component geometry (area/elongation/circularity) + edge-sharpness test,"(278, 53, 398, 947)",345622,20.456,163.49411010742188,
nitrile,stain,datasets\nitrile\stain\nitrile_stain_2.jpeg,success,True,0.8285,Illumination-normalised LAB anomaly + connected-component geometry (area/elongation/circularity) + edge-sharpness test,"(340, 196, 272, 503)",254036,8.848,183.56871604919434,
nitrile,stain,datasets\nitrile\stain\nitrile_stain_3.jpeg,success,True,0.8486,Illumination-normalised LAB anomaly + connected-component geometry (area/elongation/circularity) + edge-sharpness test,"(144, 116, 489, 884)",327957,18.915,175.37212371826172,
nitrile,tearing,datasets\nitrile\tearing\nitrile_tearing_1.jpg,success,True,1.0,"Largest connected LAB material-colour-deviation blob inside the eroded glove interior, cross-checked against Canny edges from gray_enhanced","(320, 719, 271, 201)",252627,10.986,82.03959465026855,
nitrile,tearing,datasets\nitrile\tearing\nitrile_tearing_2.jpg,success,True,0.8058344587321159,"Largest connected LAB material-colour-deviation blob inside the eroded glove interior, cross-checked against Canny edges from gray_enhanced","(272, 844, 232, 156)",227080,7.499,76.17044448852539,
nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_1.jpg,success,True,1.0,"Fingertip localisation via contour distance-from-centroid peaks (convex protrusion + finger-length analysis); the torn finger itself is picked by ranking each finger's largest LAB material-colour-deviation blob (within its own tight ROI) by area ratio, unless every candidate's blob is still small relative to its ROI (a translucent material can show similar weak deviation on every fingertip), in which case ranking switches to a composite of boundary deviation strength, Canny edge density, and local gradient sharpness instead - a real tear has a sharp torn edge, translucency fades in gradually. For the winning finger only, the box/mask is then rebuilt from the full connected anomaly within a moderately dilated version of its ROI (closed to bridge small gaps), so it covers the tear's own full extent rather than a ROI-clipped fragment, then clipped to the glove silhouette and padded to a minimum size relative to the finger's own width","(566, 572, 71, 68)",168079,0.924,279.24275398254395,
nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_2.jpg,success,True,1.0,"Fingertip localisation via contour distance-from-centroid peaks (convex protrusion + finger-length analysis); the torn finger itself is picked by ranking each finger's largest LAB material-colour-deviation blob (within its own tight ROI) by area ratio, unless every candidate's blob is still small relative to its ROI (a translucent material can show similar weak deviation on every fingertip), in which case ranking switches to a composite of boundary deviation strength, Canny edge density, and local gradient sharpness instead - a real tear has a sharp torn edge, translucency fades in gradually. For the winning finger only, the box/mask is then rebuilt from the full connected anomaly within a moderately dilated version of its ROI (closed to bridge small gaps), so it covers the tear's own full extent rather than a ROI-clipped fragment, then clipped to the glove silhouette and padded to a minimum size relative to the finger's own width","(565, 655, 233, 220)",141499,6.621,496.78945541381836,
nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_3.jpg,success,True,1.0,"Fingertip localisation via contour distance-from-centroid peaks (convex protrusion + finger-length analysis); the torn finger itself is picked by ranking each finger's largest LAB material-colour-deviation blob (within its own tight ROI) by area ratio, unless every candidate's blob is still small relative to its ROI (a translucent material can show similar weak deviation on every fingertip), in which case ranking switches to a composite of boundary deviation strength, Canny edge density, and local gradient sharpness instead - a real tear has a sharp torn edge, translucency fades in gradually. For the winning finger only, the box/mask is then rebuilt from the full connected anomaly within a moderately dilated version of its ROI (closed to bridge small gaps), so it covers the tear's own full extent rather than a ROI-clipped fragment, then clipped to the glove silhouette and padded to a minimum size relative to the finger's own width","(259, 355, 62, 101)",196530,1.327,394.9761390686035,
nitrile,touching,datasets\nitrile\touching\nitrile_touching_1.png,success,True,0.9220327314687726,Hybrid masked-glove geometry: missing interdigital valley plus an adaptive-edge internal seam with two-sided material and merged-finger width,"(286, 472, 145, 150)",185893,2.878,286.4809036254883,
nitrile,touching,datasets\nitrile\touching\nitrile_touching_2.png,success,True,0.7805014053993187,Hybrid masked-glove geometry: missing interdigital valley plus an adaptive-edge internal seam with two-sided material and merged-finger width,"(165, 376, 72, 131)",188720,2.019,297.6343631744385,
